"","type","date(yyyyMMddHHmmss)","author","message","latitude","longitude","location","timestamp","id","cleaned","RT_pattern","RT_from","RT_message","RT_message_cleaned","user_mentioned","time_1min"
"89","mbdata",20140123170901,"KronosQuoth","Your time is limited, so dont waste it living someone elses life.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:09:01,89,"time limit do waste live someone elses life","","","Your time is limited, so dont waste it living someone elses life.  #KronosStar #POKRally","","","2014-01-23 17:09:00"
"90","mbdata",20140123170901,"KronosQuoth","As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI",NA,NA,NA,2014-01-23 17:09:01,90,"look ahead next century leader empower other","","","As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI","","","2014-01-23 17:09:00"
"91","mbdata",20140123170901,"KronosQuoth","Life is what we make it, always has been, always will be.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:09:01,91,"life make always always","","","Life is what we make it, always has been, always will be.  #KronosStar #POKRally","","","2014-01-23 17:09:00"
"92","mbdata",20140123170913,"brain448","RT @ourcountryourrights Sylvia Marek opens with welcoming remarks. #POK",NA,NA,NA,2014-01-23 17:09:13,92,"sylvia marek open welcome remark","RT @ourcountryourrights","ourcountryourrights","Sylvia Marek opens with welcoming remarks. #POK","sylvia marek open welcome remark","@ourcountryourrights","2014-01-23 17:09:00"
"93","mbdata",20140123170932,"KronosQuoth","Trust because you are willing to accept the risk, not because it's safe or certain.  #POKRally #HI",NA,NA,NA,2014-01-23 17:09:32,93,"trust will accept risk safe certain","","","Trust because you are willing to accept the risk, not because it's safe or certain.  #POKRally #HI","","","2014-01-23 17:09:00"
"94","mbdata",20140123170932,"KronosQuoth","Knowledge is being aware of what you can do. Wisdom is knowing when not to do it.  #POKRally #HI",NA,NA,NA,2014-01-23 17:09:32,94,"knowledge aware can wisdom know","","","Knowledge is being aware of what you can do. Wisdom is knowing when not to do it.  #POKRally #HI","","","2014-01-23 17:09:00"
"95","mbdata",20140123170932,"Clevvah4Evah","GAStech said they would give me a bonus! #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:09:32,95,"gastech say give bonus","","","GAStech said they would give me a bonus! #POK #Rally #Grammar","","","2014-01-23 17:09:00"
"96","mbdata",20140123171000,"powercrystals","Join us for Rally Racing this weekend #rally",NA,NA,NA,2014-01-23 17:10:00,96,"join us rally race weekend","","","Join us for Rally Racing this weekend #rally","","","2014-01-23 17:10:00"
"97","mbdata",20140123171000,"POK","Show your support for the POK! Join us at the park! #POKRallyinthePark",NA,NA,NA,2014-01-23 17:10:00,97,"show support pok join us park","","","Show your support for the POK! Join us at the park! #POKRallyinthePark","","","2014-01-23 17:10:00"
"98","mbdata",20140123171000,"maha_Homeland","Warm welcome by Sylvia Marek for guest speakers for today's rally.",NA,NA,NA,2014-01-23 17:10:00,98,"warm welcome sylvia marek guest speaker today rally","","","Warm welcome by Sylvia Marek for guest speakers for today's rally.","","","2014-01-23 17:10:00"
"99","mbdata",20140123171000,"Viktor-E","Follow us @Viktor-E",NA,NA,NA,2014-01-23 17:10:00,99,"follow us","","","Follow us @Viktor-E","","@Viktor-E","2014-01-23 17:10:00"
"100","mbdata",20140123171000,"KronosStar","#APD has closed Egeou St. fromParla to Pilau for the POK rally.Businesses in the area are advised to close early and prepare for possible rioting. #KronosStar",NA,NA,NA,2014-01-23 17:10:00,100,"close egeou st parla pilau pok rallybusinesses area advise close early prepare possible rioting","","","#APD has closed Egeou St. fromParla to Pilau for the POK rally.Businesses in the area are advised to close early and prepare for possible rioting. #KronosStar","","","2014-01-23 17:10:00"
"101","mbdata",20140123171000,"InternationalNews","POK rally to start in Abila City Park. POK leader Sylvia Marek to open with a speech. #IntNews",NA,NA,NA,2014-01-23 17:10:00,101,"pok rally start abila city park pok leader sylvia marek open speech","","","POK rally to start in Abila City Park. POK leader Sylvia Marek to open with a speech. #IntNews","","","2014-01-23 17:10:00"
"102","mbdata",20140123171000,"AbilaPost","#APD has closed Egeou St between Parla St & Pilau St due to POK rally #AbilaPost",NA,NA,NA,2014-01-23 17:10:00,102,"close egeou st parla st pilau st due pok rally","","","#APD has closed Egeou St between Parla St & Pilau St due to POK rally #AbilaPost","","","2014-01-23 17:10:00"
"103","mbdata",20140123171000,"choconibbs","Lovely words - ugly person #POKRally",NA,NA,NA,2014-01-23 17:10:00,103,"lovely word ugly person","","","Lovely words - ugly person #POKRally","","","2014-01-23 17:10:00"
"104","mbdata",20140123171000,"anaregents","Sylvia Marek is speaking.She's inspirational!#POKrally",NA,NA,NA,2014-01-23 17:10:00,104,"sylvia marek speaking inspirational","","","Sylvia Marek is speaking.She's inspirational!#POKrally","","","2014-01-23 17:10:00"
"105","mbdata",20140123171000,"ourcountryourrights","Looks like tonights agenda is more talk and less action. #POK",NA,NA,NA,2014-01-23 17:10:00,105,"look like tonights agendum talk little action","","","Looks like tonights agenda is more talk and less action. #POK","","","2014-01-23 17:10:00"
"106","mbdata",20140123171000,"truccotrucco","rally time! ready for some inspiration #POK",36.052,24.852,NA,2014-01-23 17:10:00,106,"rally time ready inspiration","","","rally time! ready for some inspiration #POK","","","2014-01-23 17:10:00"
"107","mbdata",20140123171000,"michelleR","in case anyone was wondering-lime green and yellow are NOT suitable for spandex",NA,NA,NA,2014-01-23 17:10:00,107,"case anyone wonderinglime green yellow suitable spandex","","","in case anyone was wondering-lime green and yellow are NOT suitable for spandex","","","2014-01-23 17:10:00"
"108","mbdata",20140123171002,"KronosQuoth","I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",NA,NA,NA,2014-01-23 17:10:02,108,"find real interest life curious life sleep important thing","","","I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI","","","2014-01-23 17:10:00"
"109","mbdata",20140123171002,"Clevvah4Evah","GAStech said they would give me a bonus! #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:10:02,109,"gastech say give bonus","","","GAStech said they would give me a bonus! #POK #Rally #Grammar","","","2014-01-23 17:10:00"
"110","mbdata",20140123171002,"KronosQuoth","There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI",NA,NA,NA,2014-01-23 17:10:02,110,"chance destiny fate can hinder control firm resolve determine soul","","","There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI","","","2014-01-23 17:10:00"
"111","mbdata",20140123171002,"KronosQuoth","You become what you believe.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:10:02,111,"become believe","","","You become what you believe.  #KronosStar #POKRally","","","2014-01-23 17:10:00"
"112","mbdata",20140123171022,"KronosQuoth","If you are not willing to risk the usual you will have to settle for the ordinary.  #POKRally #HI",NA,NA,NA,2014-01-23 17:10:22,112,"will risk usual settle ordinary","","","If you are not willing to risk the usual you will have to settle for the ordinary.  #POKRally #HI","","","2014-01-23 17:10:00"
"113","mbdata",20140123171022,"KronosQuoth","If you want to achieve excellence, you can get there today. As of this second, quit doing less-than-excellent work.  #POKRally #HI",NA,NA,NA,2014-01-23 17:10:22,113,"want achieve excellence can get today 2 quit lessthanexcellent work","","","If you want to achieve excellence, you can get there today. As of this second, quit doing less-than-excellent work.  #POKRally #HI","","","2014-01-23 17:10:00"
"114","mbdata",20140123171022,"junkman995","you r famous now haha  badprofiles.kronos/tacky   #abila #pictures",NA,NA,NA,2014-01-23 17:10:22,114,"r famous now haha badprofileskronostacky","","","you r famous now haha  badprofiles.kronos/tacky   #abila #pictures","","","2014-01-23 17:10:00"
"115","mbdata",20140123171022,"reggierockin776","I recommend this site #abila dates.kronos/clickhere",NA,NA,NA,2014-01-23 17:10:22,115,"recommend site dateskronosclickhere","","","I recommend this site #abila dates.kronos/clickhere","","","2014-01-23 17:10:00"
"116","mbdata",20140123171050,"KronosQuoth","Just when the caterpillar thought the world was ending, he turned into a butterfly.  #POKRally #HI",NA,NA,NA,2014-01-23 17:10:50,116,"just caterpillar think world end turn butterfly","","","Just when the caterpillar thought the world was ending, he turned into a butterfly.  #POKRally #HI","","","2014-01-23 17:10:00"
"117","mbdata",20140123171050,"KronosQuoth","You can do anything, but not everything.  #POKRally #HI",NA,NA,NA,2014-01-23 17:10:50,117,"can anything everything","","","You can do anything, but not everything.  #POKRally #HI","","","2014-01-23 17:10:00"
"118","mbdata",20140123171050,"KronosQuoth","If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI",NA,NA,NA,2014-01-23 17:10:50,118,"genuinely want something wait teach impatient","","","If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI","","","2014-01-23 17:10:00"
"119","mbdata",20140123171100,"wireHead1122","RT @InternationalNews POK rally to start in Abila City Park. POK leader Sylvia Marek to open with a speech. #IntNews",NA,NA,NA,2014-01-23 17:11:00,119,"pok rally start abila city park pok leader sylvia marek open speech","RT @InternationalNews","InternationalNews","POK rally to start in Abila City Park. POK leader Sylvia Marek to open with a speech. #IntNews","pok rally start abila city park pok leader sylvia marek open speech","@InternationalNews","2014-01-23 17:11:00"
"120","mbdata",20140123171100,"rnbwBrite","RT @choconibbs Lovely words - ugly person #POKRally",NA,NA,NA,2014-01-23 17:11:00,120,"lovely word ugly person","RT @choconibbs","choconibbs","Lovely words - ugly person #POKRally","lovely word ugly person","@choconibbs","2014-01-23 17:11:00"
"121","mbdata",20140123171102,"POK","Special Guest at today's POK Rally in the Park is Dr. Audrey McConnell Newman, award-winnign activist and conservationist",NA,NA,NA,2014-01-23 17:11:02,121,"special guest today pok rally park dr audrey mcconnell newman awardwinnign activist conservationist","","","Special Guest at today's POK Rally in the Park is Dr. Audrey McConnell Newman, award-winnign activist and conservationist","","","2014-01-23 17:11:00"
"122","mbdata",20140123171102,"choconibbs","Our special guests al-Zawahiri...  #POKlove",NA,NA,NA,2014-01-23 17:11:02,122,"special guest alzawahiri","","","Our special guests al-Zawahiri...  #POKlove","","","2014-01-23 17:11:00"
"123","mbdata",20140123171102,"FriendsOfKronos","terrorist leader Sylvia Marek tring to greenwash her terror group #POK",NA,NA,NA,2014-01-23 17:11:02,123,"terrorist leader sylvia marek tring greenwash terror group","","","terrorist leader Sylvia Marek tring to greenwash her terror group #POK","","","2014-01-23 17:11:00"
"124","ccdata",20140123171102,NA,"DISTURBANCE-NOISE",NA,NA,"3654 N. Barwyn St",2014-01-23 17:11:02,124,"disturbancenoise","","","DISTURBANCE-NOISE","","","2014-01-23 17:11:00"
"125","mbdata",20140123171116,"skinnyJeans","Cheap car sales! No questions asked!  cars.kronos/choppers  #abila #vans #cars",NA,NA,NA,2014-01-23 17:11:16,125,"cheap car sale question ask carskronoschoppers","","","Cheap car sales! No questions asked!  cars.kronos/choppers  #abila #vans #cars","","","2014-01-23 17:11:00"
"126","mbdata",20140123171147,"KronosQuoth","If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI",NA,NA,NA,2014-01-23 17:11:47,126,"value time neither other stop give away time talent start charge","","","If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI","","","2014-01-23 17:11:00"
"127","mbdata",20140123171147,"KronosQuoth","The distance between insanity and genius is measured only by success.  #POKRally #HI",NA,NA,NA,2014-01-23 17:11:47,127,"distance insanity genius measure success","","","The distance between insanity and genius is measured only by success.  #POKRally #HI","","","2014-01-23 17:11:00"
"128","mbdata",20140123171147,"Clevvah4Evah","What's the diff between would of and would've? #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:11:47,128,"diff","","","What's the diff between would of and would've? #POK #Rally #Grammar","","","2014-01-23 17:11:00"
"129","mbdata",20140123171153,"POK","Also presenting are Professor Lorenzo Di Stefano (UofA) and Lucio Jakab (SOW)",NA,NA,NA,2014-01-23 17:11:53,129,"also present professor lorenzo di stefano uofa lucio jakab sow","","","Also presenting are Professor Lorenzo Di Stefano (UofA) and Lucio Jakab (SOW)","","","2014-01-23 17:11:00"
"130","mbdata",20140123171153,"AbilaPost","POK rally expected to draw in excess of 1000 people #AbilaPost",NA,NA,NA,2014-01-23 17:11:53,130,"pok rally expect draw excess people","","","POK rally expected to draw in excess of 1000 people #AbilaPost","","","2014-01-23 17:11:00"
